000069098_t.LU,APAM.LU
060352232_t.LU,
060366675_t.LU,
060366896_t.LU,
060374082_t.LU,
060459258_t.LU,
060482713_t.LU,
060512493_t.LU,
060512779_t.LU,
060513449_t.LU,
060513538_t.LU,
060514399_t.LU,
060537216_t.LU,
060544328_t.LU,
060545260_t.LU,
060595968_t.LU,
060605785_t.LU,
060605840_t.LU,
060609802_t.LU,
060625379_t.LU,
060685614_t.LU,
060776709_t.LU,
060778264_t.LU,
060796980_t.LU,
060821046_t.LU,
060825963_t.LU,
060825971_t.LU,
060826021_t.LU,
060826056_t.LU,
060826072_t.LU,
060826196_t.LU,
060826285_t.LU,
060826412_t.LU,
060826501_t.LU,
060826536_t.LU,
060826579_t.LU,
060826609_t.LU,
060826625_t.LU,
060826641_t.LU,
060826684_t.LU,
060826706_t.LU,
060826749_t.LU,
060826773_t.LU,
060826935_t.LU,
060826943_t.LU,
060828946_t.LU,
060843961_t.LU,
060919461_t.LU,
060919470_t.LU,
060935157_t.LU,
061020829_t.LU,
061022228_t.LU,
061030123_t.LU,
061033211_t.LU,
061048294_t.LU,
061120238_t.LU,
061120297_t.LU,
061133925_t.LU,
061157352_t.LU,
061169385_t.LU,
061197770_t.LU,
061198555_t.LU,
061240187_t.LU,
061242406_t.LU,
061244077_t.LU,
061288236_t.LU,
061336532_t.LU,
061384766_t.LU,
061384880_t.LU,
061440445_t.LU,
061458719_t.LU,
061477101_t.LU,
061493077_t.LU,
061544585_t.LU,
061655930_t.LU,
061682678_t.LU,
061717811_t.LU,
061717919_t.LU,
061718745_t.LU,
061719938_t.LU,
061741763_t.LU,
061744762_t.LU,
061753311_t.LU,
061757309_t.LU,
061839526_t.LU,
061897232_t.LU,
061899324_t.LU,
061901485_t.LU,
061956310_t.LU,
061987622_t.LU,
062006315_t.LU,
062006358_t.LU,
062010835_t.LU,
062011009_t.LU,
062031875_t.LU,
062034173_t.LU,
062034238_t.LU,
062034289_t.LU,
062053879_t.LU,
062056088_t.LU,
062057548_t.LU,
062057564_t.LU,
062057629_t.LU,
062129719_t.LU,
062144122_t.LU,
062194529_t.LU,
062217332_t.LU,
062251891_t.LU,
062271299_t.LU,
062271329_t.LU,
062271388_t.LU,
062271418_t.LU,
062279761_t.LU,
062287101_t.LU,
062287110_t.LU,
062287128_t.LU,
062287438_t.LU,
062287705_t.LU,
062292571_t.LU,
062295341_t.LU,
062351276_t.LU,
062483806_t.LU,
062483857_t.LU,
062527021_t.LU,
062527099_t.LU,
062542900_t.LU,
062549726_t.LU,
062566230_t.LU,
062570385_t.LU,
062575654_t.LU,
062592273_t.LU,
062592567_t.LU,
062592770_t.LU,
062592974_t.LU,
062593326_t.LU,
062597089_t.LU,
062598042_t.LU,
062598697_t.LU,
062599065_t.LU,
062599286_t.LU,
062599561_t.LU,
062627026_t.LU,
062628839_t.LU,
062635177_t.LU,
062643358_t.LU,
062643404_t.LU,
062643536_t.LU,
062644290_t.LU,
062646071_t.LU,
062667052_t.LU,
062667095_t.LU,
062721600_t.LU,
062900342_t.LU,
063005215_t.LU,
063014214_t.LU,
063028924_t.LU,
063028959_t.LU,
063039551_t.LU,
063042005_t.LU,
063042064_t.LU,
063100382_t.LU,
063179868_t.LU,
063198145_t.LU,
063218537_t.LU,
063249939_t.LU,
063263516_t.LU,
063263591_t.LU,
063270920_t.LU,
063272272_t.LU,
063283371_t.LU,
063289949_t.LU,
063304832_t.LU,
063305065_t.LU,
063406317_t.LU,
063450944_t.LU,
063484474_t.LU,
063488216_t.LU,
063514195_t.LU,
063548863_t.LU,
063630365_t.LU,
063682683_t.LU,
063731412_t.LU,
063735132_t.LU,
063781304_t.LU,
063785482_t.LU,
063841978_t.LU,
063871478_t.LU,
063884685_t.LU,
063969354_t.LU,
064035380_t.LU,
064124528_t.LU,
064125338_t.LU,
064125605_t.LU,
064193236_t.LU,
064195336_t.LU,
064197657_t.LU,
064197665_t.LU,
064204173_t.LU,
064205315_t.LU,
064296655_t.LU,
064296809_t.LU,
064296884_t.LU,
064297155_t.LU,
064297287_t.LU,
064297422_t.LU,
064297520_t.LU,
064337050_t.LU,
064338064_t.LU,
064363131_t.LU,
064364693_t.LU,
064400681_t.LU,
064411748_t.LU,
064416278_t.LU,
064416600_t.LU,
064506269_t.LU,
064609939_t.LU,
064610651_t.LU,
064615106_t.LU,
064629387_t.LU,
064641867_t.LU,
064680994_t.LU,
064695088_t.LU,
064704206_t.LU,
064719025_t.LU,
064831739_t.LU,
064933299_t.LU,
064935208_t.LU,
064935810_t.LU,
064936174_t.LU,
064936298_t.LU,
064936336_t.LU,
064936379_t.LU,
064938037_t.LU,
064962183_t.LU,
065032295_t.LU,
065083167_t.LU,
065346532_t.LU,
065364336_t.LU,
065367394_t.LU,
065382474_t.LU,
065382610_t.LU,
065408694_t.LU,
065410770_t.LU,
065412870_t.LU,
065444674_t.LU,
065449536_t.LU,
065667231_t.LU,
065667819_t.LU,
065696312_t.LU,
065699192_t.LU,
065716046_t.LU,
065817420_t.LU,
065817918_t.LU,
065820803_t.LU,
065821036_t.LU,
065821141_t.LU,
065821281_t.LU,
065821486_t.LU,
065824078_t.LU,
065824175_t.LU,
065861666_t.LU,
065954184_t.LU,
065954257_t.LU,
065959623_t.LU,
065961709_t.LU,
066016919_t.LU,
066028992_t.LU,
066193977_t.LU,
066251268_t.LU,
06628931X.LU,
066359450_t.LU,
066408736_t.LU,
066412245_t.LU,
066585972_t.LU,
066635295_t.LU,
066684709_t.LU,
066684725_t.LU,
066685063_t.LU,
066685250_t.LU,
066717062_t.LU,
066762556_t.LU,
066801659_t.LU,
066816575_t.LU,
066817130_t.LU,
066821196_t.LU,
066989062_t.LU,
067024001_t.LU,
067064879_t.LU,
067087747_t.LU,
067102797_t.LU,
067254279_t.LU,
067358473_t.LU,
067428013_t.LU,
067429168_t.LU,
067429184_t.LU,
067464320_t.LU,
067549422_t.LU,
067577981_t.LU,
067619102_t.LU,
067620429_t.LU,
067620470_t.LU,
067626010_t.LU,
067627121_t.LU,
067628551_t.LU,
067628829_t.LU,
067628977_t.LU,
067687078_t.LU,
067858280_t.LU,
067886526_t.LU,
068030005_t.LU,
068072778_t.LU,
068077613_t.LU,
068106419_t.LU,
068108004_t.LU,
068135648_t.LU,
068197082_t.LU,
068199077_t.LU,
068200849_t.LU,
068202698_t.LU,
068282675_t.LU,
068282853_t.LU,
068282942_t.LU,
068283019_t.LU,
068287553_t.LU,
068290007_t.LU,
068301858_t.LU,
068304334_t.LU,
068342350_t.LU,
068355281_t.LU,
068356270_t.LU,
068356385_t.LU,
068356539_t.LU,
068364370_t.LU,
068495482_t.LU,
068495741_t.LU,
068495865_t.LU,
068495911_t.LU,
068498287_t.LU,
068611113_t.LU,
068656915_t.LU,
068669448_t.LU,
068962013_t.LU,
068962102_t.LU,
068965373_t.LU,
068967830_t.LU,
068974658_t.LU,
069051405_t.LU,
069055958_t.LU,
069093132_t.LU,
069098258_t.LU,
069098355_t.LU,
069098606_t.LU,
069098657_t.LU,
069098703_t.LU,
069098959_t.LU,
069099203_t.LU,
069099432_t.LU,
069099459_t.LU,
069099491_t.LU,
069099513_t.LU,
069099629_t.LU,
069099637_t.LU,
069099653_t.LU,
069099661_t.LU,
069100333_t.LU,
069101259_t.LU,
069101461_t.LU,
069101470_t.LU,
069101488_t.LU,
069102778_t.LU,
069102786_t.LU,
069110126_t.LU,
069291333_t.LU,
069291350_t.LU,
06934196X.LU,
069412335_t.LU,
069412386_t.LU,
069658709_t.LU,
069659756_t.LU,
069659764_t.LU,
069659802_t.LU,
069659861_t.LU,
069659993_t.LU,
069660002_t.LU,
069660029_t.LU,
069660037_t.LU,
069660045_t.LU,
069660053_t.LU,
069660061_t.LU,
069660100_t.LU,
069660118_t.LU,
069660134_t.LU,
069660142_t.LU,
069660169_t.LU,
069660177_t.LU,
069660185_t.LU,
069660207_t.LU,
069660215_t.LU,
069660231_t.LU,
069660258_t.LU,
069660266_t.LU,
069660274_t.LU,
069660282_t.LU,
069660304_t.LU,
069660312_t.LU,
069660339_t.LU,
069660347_t.LU,
069660355_t.LU,
069660371_t.LU,
069660398_t.LU,
069660487_t.LU,
069660576_t.LU,
069660614_t.LU,
069660703_t.LU,
069660754_t.LU,
069660851_t.LU,
069660924_t.LU,
069660967_t.LU,
069661025_t.LU,
069661076_t.LU,
069661173_t.LU,
069661203_t.LU,
069661394_t.LU,
069661467_t.LU,
069661491_t.LU,
069661556_t.LU,
069661599_t.LU,
069661629_t.LU,
069661653_t.LU,
069661688_t.LU,
069661726_t.LU,
069661742_t.LU,
069661858_t.LU,
069661866_t.LU,
069661947_t.LU,
069662030_t.LU,
069662161_t.LU,
069662285_t.LU,
069662293_t.LU,
069662307_t.LU,
069662315_t.LU,
069662331_t.LU,
069662340_t.LU,
069662382_t.LU,
069662455_t.LU,
069662463_t.LU,
069662471_t.LU,
069662480_t.LU,
069662498_t.LU,
069662501_t.LU,
069662510_t.LU,
069662528_t.LU,
069662536_t.LU,
069662552_t.LU,
069662587_t.LU,
069662595_t.LU,
069662609_t.LU,
069662617_t.LU,
069662625_t.LU,
069662633_t.LU,
069662668_t.LU,
069662676_t.LU,
069662684_t.LU,
069662692_t.LU,
069662706_t.LU,
069662722_t.LU,
069662749_t.LU,
069662757_t.LU,
069662765_t.LU,
069662773_t.LU,
069662781_t.LU,
069662790_t.LU,
069662803_t.LU,
069662811_t.LU,
069662820_t.LU,
069662838_t.LU,
069662846_t.LU,
069662854_t.LU,
069662862_t.LU,
069662889_t.LU,
069662897_t.LU,
069662919_t.LU,
069662927_t.LU,
069662935_t.LU,
069662951_t.LU,
069662978_t.LU,
069662986_t.LU,
069663001_t.LU,
069663028_t.LU,
069663036_t.LU,
069663044_t.LU,
069663052_t.LU,
069663079_t.LU,
069663087_t.LU,
069663095_t.LU,
069663109_t.LU,
069663117_t.LU,
069663125_t.LU,
069663141_t.LU,
069663150_t.LU,
069663168_t.LU,
069663176_t.LU,
069663192_t.LU,
069663206_t.LU,
069663214_t.LU,
069663249_t.LU,
069663265_t.LU,
069663281_t.LU,
069663338_t.LU,
069663435_t.LU,
069663443_t.LU,
069663451_t.LU,
069663460_t.LU,
069663478_t.LU,
069663486_t.LU,
069663494_t.LU,
069663508_t.LU,
069663516_t.LU,
069663524_t.LU,
069663532_t.LU,
069663559_t.LU,
069663567_t.LU,
069663630_t.LU,
069663729_t.LU,
069663737_t.LU,
069663745_t.LU,
069663753_t.LU,
069663761_t.LU,
069663770_t.LU,
069663788_t.LU,
069663800_t.LU,
069663818_t.LU,
069663842_t.LU,
069663869_t.LU,
069663923_t.LU,
069663940_t.LU,
069663958_t.LU,
069663966_t.LU,
069663974_t.LU,
069663982_t.LU,
069664008_t.LU,
069664016_t.LU,
069664067_t.LU,
069664091_t.LU,
069664105_t.LU,
069664113_t.LU,
069664148_t.LU,
069664172_t.LU,
069664202_t.LU,
069664245_t.LU,
069664261_t.LU,
069664288_t.LU,
069664296_t.LU,
069664300_t.LU,
069664318_t.LU,
069664334_t.LU,
069664342_t.LU,
069664369_t.LU,
069664385_t.LU,
069664415_t.LU,
069664431_t.LU,
069664466_t.LU,
069664474_t.LU,
069664482_t.LU,
069664504_t.LU,
069664512_t.LU,
069664539_t.LU,
069664547_t.LU,
069664555_t.LU,
069664563_t.LU,
069664571_t.LU,
069664636_t.LU,
069664652_t.LU,
069664679_t.LU,
069664687_t.LU,
069664695_t.LU,
069664709_t.LU,
069664717_t.LU,
069664725_t.LU,
069664733_t.LU,
069664741_t.LU,
069664750_t.LU,
069664768_t.LU,
069664776_t.LU,
069664784_t.LU,
069664792_t.LU,
069664814_t.LU,
069664849_t.LU,
069664857_t.LU,
069664865_t.LU,
069664881_t.LU,
069664890_t.LU,
069664903_t.LU,
069664911_t.LU,
069664920_t.LU,
069664938_t.LU,
069664946_t.LU,
069664962_t.LU,
069664989_t.LU,
069664997_t.LU,
069665004_t.LU,
069665012_t.LU,
069665136_t.LU,
069665144_t.LU,
069665187_t.LU,
069665195_t.LU,
069665209_t.LU,
069665233_t.LU,
069665241_t.LU,
069665268_t.LU,
069665292_t.LU,
069665306_t.LU,
069665314_t.LU,
069665322_t.LU,
069665349_t.LU,
069665357_t.LU,
069665373_t.LU,
069665381_t.LU,
069665390_t.LU,
069665411_t.LU,
069665420_t.LU,
069665438_t.LU,
069665446_t.LU,
069665454_t.LU,
069665462_t.LU,
069665497_t.LU,
069665519_t.LU,
069665527_t.LU,
069665535_t.LU,
069665543_t.LU,
069665551_t.LU,
069665578_t.LU,
069665586_t.LU,
069665594_t.LU,
069665616_t.LU,
069665624_t.LU,
069665632_t.LU,
069665659_t.LU,
069665667_t.LU,
069665675_t.LU,
069665683_t.LU,
069665691_t.LU,
069665705_t.LU,
069665721_t.LU,
069665730_t.LU,
069665772_t.LU,
069665799_t.LU,
069665802_t.LU,
069665829_t.LU,
069665837_t.LU,
069665845_t.LU,
069665853_t.LU,
069665861_t.LU,
069665870_t.LU,
069665888_t.LU,
069665896_t.LU,
069665918_t.LU,
069665926_t.LU,
069665934_t.LU,
069665942_t.LU,
069665977_t.LU,
069665985_t.LU,
069665993_t.LU,
069666124_t.LU,
069666132_t.LU,
069666205_t.LU,
069666442_t.LU,
069666469_t.LU,
069666531_t.LU,
069666752_t.LU,
069666787_t.LU,
069666833_t.LU,
069667066_t.LU,
069667104_t.LU,
069667163_t.LU,
069667422_t.LU,
069667457_t.LU,
069667651_t.LU,
069667902_t.LU,
069667953_t.LU,
069668038_t.LU,
069668305_t.LU,
069668321_t.LU,
069668445_t.LU,
069668682_t.LU,
069668739_t.LU,
069668801_t.LU,
069669018_t.LU,
069669026_t.LU,
069669093_t.LU,
069669310_t.LU,
069669409_t.LU,
069669638_t.LU,
069669689_t.LU,
069669735_t.LU,
069669808_t.LU,
069669875_t.LU,
069669930_t.LU,
069669964_t.LU,
069670016_t.LU,
069670024_t.LU,
069670113_t.LU,
069670121_t.LU,
069670229_t.LU,
069670300_t.LU,
069670326_t.LU,
069670393_t.LU,
069670407_t.LU,
069670415_t.LU,
069670466_t.LU,
069670482_t.LU,
069670571_t.LU,
069670598_t.LU,
069670636_t.LU,
069670652_t.LU,
069670725_t.LU,
069670741_t.LU,
069670776_t.LU,
069670806_t.LU,
069670822_t.LU,
069670865_t.LU,
069670881_t.LU,
069670938_t.LU,
069670962_t.LU,
069671039_t.LU,
069671063_t.LU,
069671098_t.LU,
069671101_t.LU,
069671179_t.LU,
069671209_t.LU,
069671217_t.LU,
069671250_t.LU,
069671276_t.LU,
069671314_t.LU,
069671349_t.LU,
069671390_t.LU,
069671411_t.LU,
069671489_t.LU,
069671519_t.LU,
069671543_t.LU,
069671578_t.LU,
069671594_t.LU,
069671624_t.LU,
069671667_t.LU,
069671748_t.LU,
069671837_t.LU,
069671853_t.LU,
069671918_t.LU,
069671934_t.LU,
069672019_t.LU,
069672027_t.LU,
069672043_t.LU,
069672086_t.LU,
069672094_t.LU,
069672159_t.LU,
069672205_t.LU,
069672213_t.LU,
069672302_t.LU,
069672400_t.LU,
069672418_t.LU,
069672612_t.LU,
069672710_t.LU,
069672825_t.LU,
069672850_t.LU,
069672884_t.LU,
069673023_t.LU,
069673082_t.LU,
069673139_t.LU,
069673317_t.LU,
069673333_t.LU,
069673392_t.LU,
069673422_t.LU,
069673503_t.LU,
069673538_t.LU,
069673597_t.LU,
069673856_t.LU,
069673937_t.LU,
069674348_t.LU,
069674372_t.LU,
069674453_t.LU,
069674488_t.LU,
069674542_t.LU,
069674755_t.LU,
069674798_t.LU,
069674895_t.LU,
069674933_t.LU,
069674976_t.LU,
069675000_t.LU,
069675042_t.LU,
069675131_t.LU,
069675166_t.LU,
069676669_t.LU,
069677690_t.LU,
069678645_t.LU,
069685714_t.LU,
069779484_t.LU,
069961916_t.LU,
070008033_t.LU,
070017644_t.LU,
070020351_t.LU,
070020424_t.LU,
070089173_t.LU,
070141078_t.LU,
070155346_t.LU,
070201755_t.LU,
070201801_t.LU,
070205823_t.LU,
070207338_t.LU,
070207389_t.LU,
070249588_t.LU,
070295938_t.LU,
070328801_t.LU,
070347644_t.LU,
070368099_t.LU,
070461757_t.LU,
070491923_t.LU,
070493837_t.LU,
070494582_t.LU,
070494752_t.LU,
070495899_t.LU,
070496151_t.LU,
070496160_t.LU,
070496178_t.LU,
070497034_t.LU,
070497077_t.LU,
070497107_t.LU,
070497131_t.LU,
070497271_t.LU,
070497409_t.LU,
070497433_t.LU,
070498146_t.LU,
070498162_t.LU,
070498235_t.LU,
070498243_t.LU,
070498782_t.LU,
070501848_t.LU,
070501872_t.LU,
070502224_t.LU,
070504553_t.LU,
070504707_t.LU,
070504715_t.LU,
070504758_t.LU,
070506386_t.LU,
070506742_t.LU,
070507307_t.LU,
070507358_t.LU,
070507455_t.LU,
070507528_t.LU,
070527618_t.LU,
070528096_t.LU,
070586215_t.LU,
070609304_t.LU,
070670917_t.LU,
070670933_t.LU,
070670968_t.LU,
070743116_t.LU,
070782243_t.LU,
070822296_t.LU,
070824230_t.LU,
070838583_t.LU,
070840553_t.LU,
071008916_t.LU,
071024229_t.LU,
071212700_t.LU,
071283755_t.LU,
071290611_t.LU,
071357465_t.LU,
071357732_t.LU,
07141653X.LU,
071448474_t.LU,
071477452_t.LU,
071477479_t.LU,
071477533_t.LU,
071477541_t.LU,
071477681_t.LU,
071477916_t.LU,
071477983_t.LU,
071478114_t.LU,
071478211_t.LU,
071478319_t.LU,
071478688_t.LU,
071478700_t.LU,
071478807_t.LU,
071478874_t.LU,
071478882_t.LU,
071478904_t.LU,
071478998_t.LU,
071479234_t.LU,
071479820_t.LU,
071479838_t.LU,
071479862_t.LU,
071479889_t.LU,
071480704_t.LU,
071481026_t.LU,
071481069_t.LU,
071481077_t.LU,
071481182_t.LU,
071481344_t.LU,
071481352_t.LU,
071481379_t.LU,
071481387_t.LU,
071481786_t.LU,
071481816_t.LU,
071482863_t.LU,
071483002_t.LU,
071483053_t.LU,
071483096_t.LU,
071483207_t.LU,
071483371_t.LU,
071483509_t.LU,
071483517_t.LU,
071483576_t.LU,
071483657_t.LU,
071483886_t.LU,
071484122_t.LU,
071484149_t.LU,
071484602_t.LU,
071484629_t.LU,
071484734_t.LU,
071484807_t.LU,
071484904_t.LU,
071484912_t.LU,
071484939_t.LU,
071525015_t.LU,
071527026_t.LU,
071549151_t.LU,
071551750_t.LU,
071781917_t.LU,
071782115_t.LU,
071784428_t.LU,
071859444_t.LU,
071952495_t.LU,
072182111_t.LU,
072188624_t.LU,
072250281_t.LU,
072336941_t.LU,
072401620_t.LU,
072401727_t.LU,
072436105_t.LU,
072478673_t.LU,
072527364_t.LU,
072536690_t.LU,
072536991_t.LU,
072537181_t.LU,
072537190_t.LU,
072537203_t.LU,
072537211_t.LU,
072538617_t.LU,
072538951_t.LU,
072539141_t.LU,
072539249_t.LU,
072539257_t.LU,
072539311_t.LU,
072539435_t.LU,
072539460_t.LU,
072539478_t.LU,
072539486_t.LU,
072539494_t.LU,
072539508_t.LU,
072539516_t.LU,
072539524_t.LU,
072539702_t.LU,
072539753_t.LU,
072539761_t.LU,
072540557_t.LU,
072540620_t.LU,
072540638_t.LU,
072540654_t.LU,
072540662_t.LU,
072540727_t.LU,
072540824_t.LU,
072540905_t.LU,
072585615_t.LU,
072585631_t.LU,
072590244_t.LU,
072595785_t.LU,
072596935_t.LU,
072673786_t.LU,
07281986X.LU,
07282028X.LU,
072882148_t.LU,
072913892_t.LU,
072914210_t.LU,
072914481_t.LU,
072921739_t.LU,
072921984_t.LU,
072922352_t.LU,
072981367_t.LU,
073081823_t.LU,
073122406_t.LU,
073166861_t.LU,
073170834_t.LU,
073171156_t.LU,
073251389_t.LU,
073307481_t.LU,
073320399_t.LU,
073433738_t.LU,
073448921_t.LU,
073539773_t.LU,
073555043_t.LU,
073644097_t.LU,
073681120_t.LU,
073765676_t.LU,
073770424_t.LU,
073770556_t.LU,
073770882_t.LU,
073771404_t.LU,
073771960_t.LU,
073772079_t.LU,
073772117_t.LU,
073772141_t.LU,
073772176_t.LU,
073772214_t.LU,
073772273_t.LU,
073772320_t.LU,
073772354_t.LU,
073772419_t.LU,
073772451_t.LU,
073772494_t.LU,
073772575_t.LU,
073772613_t.LU,
073772656_t.LU,
073772729_t.LU,
073772761_t.LU,
073772800_t.LU,
073772869_t.LU,
073772966_t.LU,
073773016_t.LU,
073773067_t.LU,
073773105_t.LU,
073773156_t.LU,
073773482_t.LU,
073773547_t.LU,
073773580_t.LU,
073773750_t.LU,
073773792_t.LU,
073774837_t.LU,
073774870_t.LU,
073774918_t.LU,
073774977_t.LU,
073775027_t.LU,
073775060_t.LU,
073775108_t.LU,
073775159_t.LU,
073775191_t.LU,
073775230_t.LU,
073782635_t.LU,
073782848_t.LU,
073784280_t.LU,
073784298_t.LU,
073784301_t.LU,
073784310_t.LU,
073784328_t.LU,
073784336_t.LU,
073784344_t.LU,
073784352_t.LU,
073784395_t.LU,
073784409_t.LU,
073784468_t.LU,
073784859_t.LU,
073784921_t.LU,
073850053_t.LU,
073871905_t.LU,
073872162_t.LU,
073941555_t.LU,
073957630_t.LU,
073971624_t.LU,
073971675_t.LU,
073977185_t.LU,
073978076_t.LU,
073979510_t.LU,
073987920_t.LU,
073990700_t.LU,
073994047_t.LU,
073996180_t.LU,
073997542_t.LU,
074083170_t.LU,
074083234_t.LU,
074104924_t.LU,
074129609_t.LU,
074132685_t.LU,
074195407_t.LU,
074225799_t.LU,
074240992_t.LU,
074241069_t.LU,
074252796_t.LU,
074262864_t.LU,
074263585_t.LU,
074263623_t.LU,
074266657_t.LU,
074269796_t.LU,
074358594_t.LU,
074358675_t.LU,
074381260_t.LU,
074419682_t.LU,
074419798_t.LU,
074462871_t.LU,
074500587_t.LU,
074511686_t.LU,
074512097_t.LU,
074512771_t.LU,
074513409_t.LU,
074514251_t.LU,
074516319_t.LU,
074517676_t.LU,
074520073_t.LU,
074531938_t.LU,
074542336_t.LU,
074563538_t.LU,
074600107_t.LU,
074600921_t.LU,
074601421_t.LU,
074602061_t.LU,
074602215_t.LU,
074602410_t.LU,
074603190_t.LU,
074620264_t.LU,
074622569_t.LU,
074624154_t.LU,
074658580_t.LU,
074658962_t.LU,
074659853_t.LU,
074663591_t.LU,
074664059_t.LU,
074666337_t.LU,
074706690_t.LU,
074706797_t.LU,
074711669_t.LU,
074711740_t.LU,
074712371_t.LU,
074712835_t.LU,
074713645_t.LU,
074713823_t.LU,
074718353_t.LU,
074727395_t.LU,
074735371_t.LU,
074735541_t.LU,
074738427_t.LU,
074748465_t.LU,
074750036_t.LU,
074775586_t.LU,
074810764_t.LU,
074811604_t.LU,
074830692_t.LU,
074856756_t.LU,
074861636_t.LU,
074898165_t.LU,
074902073_t.LU,
074933734_t.LU,
074933912_t.LU,
074933939_t.LU,
074934005_t.LU,
074948871_t.LU,
074950205_t.LU,
074989802_t.LU,
074989926_t.LU,
074990185_t.LU,
074990401_t.LU,
074990533_t.LU,
074992218_t.LU,
075009305_t.LU,
075033478_t.LU,
075074298_t.LU,
075097387_t.LU,
075103573_t.LU,
075104839_t.LU,
075203438_t.LU,
075203527_t.LU,
075203560_t.LU,
075203675_t.LU,
075204191_t.LU,
075204400_t.LU,
075204531_t.LU,
075204833_t.LU,
075206933_t.LU,
075206950_t.LU,
075209355_t.LU,
075211040_t.LU,
075225202_t.LU,
075242182_t.LU,
075247478_t.LU,
075253443_t.LU,
075260652_t.LU,
075284675_t.LU,
075314493_t.LU,
075329636_t.LU,
075353545_t.LU,
075361238_t.LU,
075466536_t.LU,
075467737_t.LU,
075477210_t.LU,
075477627_t.LU,
075486847_t.LU,
075544162_t.LU,
075544189_t.LU,
075544375_t.LU,
075544464_t.LU,
075579349_t.LU,
075579632_t.LU,
075580177_t.LU,
075583338_t.LU,
075598661_t.LU,
075610513_t.LU,
075611137_t.LU,
075639228_t.LU,
075670729_t.LU,
075702370_t.LU,
075702779_t.LU,
075706529_t.LU,
075706723_t.LU,
075706839_t.LU,
075706898_t.LU,
075707134_t.LU,
075709820_t.LU,
075723709_t.LU,
075732422_t.LU,
075787286_t.LU,
075804288_t.LU,
075815379_t.LU,
075825447_t.LU,
075825811_t.LU,
075874120_t.LU,
075879695_t.LU,
075886659_t.LU,
076135762_t.LU,
076136572_t.LU,
076232636_t.LU,
076261822_t.LU,
076353280_t.LU,
076353379_t.LU,
076353417_t.LU,
076429642_t.LU,
076478791_t.LU,
076488649_t.LU,
076561737_t.LU,
076610061_t.LU,
076677662_t.LU,
07669089X.LU,
076742111_t.LU,
076742120_t.LU,
076742952_t.LU,
076744840_t.LU,
076785660_t.LU,
076786127_t.LU,
076794413_t.LU,
076794669_t.LU,
076795193_t.LU,
076795240_t.LU,
076795860_t.LU,
076796009_t.LU,
076828377_t.LU,
076912238_t.LU,
076923183_t.LU,
076958424_t.LU,
076958661_t.LU,
076958998_t.LU,
076991847_t.LU,
077069577_t.LU,
077182942_t.LU,
077188835_t.LU,
077251669_t.LU,
077289615_t.LU,
077291504_t.LU,
077328980_t.LU,
077333193_t.LU,
07735405X.LU,
077361260_t.LU,
077502289_t.LU,
077502653_t.LU,
077504087_t.LU,
077531335_t.LU,
077612521_t.LU,
077616853_t.LU,
077641688_t.LU,
077653236_t.LU,
077662600_t.LU,
077735577_t.LU,
077754199_t.LU,
077754270_t.LU,
077784551_t.LU,
077784853_t.LU,
077792252_t.LU,
077792287_t.LU,
077792520_t.LU,
077792597_t.LU,
077833315_t.LU,
077864288_t.LU,
077955275_t.LU,
077955976_t.LU,
077959025_t.LU,
077976477_t.LU,
077977708_t.LU,
077984437_t.LU,
077985492_t.LU,
078017481_t.LU,
078056649_t.LU,
078102497_t.LU,
078128763_t.LU,
078153172_t.LU,
078158352_t.LU,
078158514_t.LU,
078177837_t.LU,
078178515_t.LU,
078189428_t.LU,
078189932_t.LU,
078190574_t.LU,
078202971_t.LU,
078258845_t.LU,
078300388_t.LU,
078302321_t.LU,
078336838_t.LU,
078342218_t.LU,
078353791_t.LU,
078354119_t.LU,
078376619_t.LU,
078434147_t.LU,
078434163_t.LU,
078434171_t.LU,
078434201_t.LU,
078434279_t.LU,
078434309_t.LU,
078434465_t.LU,
078435186_t.LU,
078435224_t.LU,
078435259_t.LU,
078435267_t.LU,
078435283_t.LU,
078435291_t.LU,
078435313_t.LU,
078435356_t.LU,
078435437_t.LU,
078435461_t.LU,
078435488_t.LU,
078435500_t.LU,
078435526_t.LU,
078435577_t.LU,
078435607_t.LU,
078435658_t.LU,
078435704_t.LU,
078435771_t.LU,
078435801_t.LU,
078435810_t.LU,
078435917_t.LU,
078436042_t.LU,
078436077_t.LU,
078436182_t.LU,
078436263_t.LU,
078436280_t.LU,
078436336_t.LU,
078436387_t.LU,
078436514_t.LU,
078436557_t.LU,
078436565_t.LU,
078436581_t.LU,
078436590_t.LU,
078436620_t.LU,
078436646_t.LU,
078436654_t.LU,
078436662_t.LU,
078436689_t.LU,
078436719_t.LU,
078436727_t.LU,
078459468_t.LU,
078481340_t.LU,
078525908_t.LU,
078526092_t.LU,
078526360_t.LU,
078526637_t.LU,
078527340_t.LU,
078527986_t.LU,
078531738_t.LU,
078532319_t.LU,
078532432_t.LU,
078660058_t.LU,
078660325_t.LU,
078660775_t.LU,
078680695_t.LU,
078707925_t.LU,
078708344_t.LU,
078724382_t.LU,
078741473_t.LU,
078741635_t.LU,
078775513_t.LU,
078782005_t.LU,
078782064_t.LU,
078783117_t.LU,
078783362_t.LU,
078818174_t.LU,
078820381_t.LU,
078905883_t.LU,
078969270_t.LU,
078987049_t.LU,
079002224_t.LU,
079003042_t.LU,
079060593_t.LU,
079142468_t.LU,
079142514_t.LU,
079154377_t.LU,
079195049_t.LU,
079195090_t.LU,
